Measure temperature,Species,Phenotype,Measure temperature2,Target Temperature,Colony.ID,Time (minutes),Total duration (hours),Sample Volume (mL),Best avg alkalinity,Difference,Change in alkalinity_mean divided by 2,mol CaCO3h-1,umol CaCO3h-1,Frag volume (cm3),Total volume via displacement (cm3),Surface area coral (cm2),Surface area plug (cm2),Actual surface area (cm2),umol CaCO3h-1 cm-2,umol CaCO3h-1 cm-2 - blank
29.4,Porites compressa,Resistant,29.4,28,238,67,1.116666667,385.929,2139.15,79.1,39.55,14051.52513,14.05152513,9.972482845,375.9565172,31.40361337,3.117221628,28.28639174,0.496759193,
32.5,Porites compressa,Resistant,32.5,31,238,68,1.133333333,385.02,2146.05,57.35,28.675,10014.33623,10.01433623,9.972482845,375.0475172,31.40361337,3.117221628,28.28639174,0.354033711,
35.5,Porites compressa,Resistant,35.5,34,238,70,1.166666667,387.755,2162.4,22.75,11.375,3886.468365,3.886468365,9.972482845,377.7825172,31.40361337,3.117221628,28.28639174,0.137397106,
39.4,Porites compressa,Resistant,39.4,38,238,68,1.133333333,382.577,2204.5,-26.7,-13.35,-4632.714911,-4.632714911,9.972482845,372.6045172,31.40361337,3.117221628,28.28639174,-0.163778928,
19.5,Porites compressa,Susceptible,19.5,18,239,67,1.116666667,387.355,2165.75,24.2,12.1,4314.834066,4.314834066,9.441604095,377.9133959,30.49041108,3.117221628,27.37318945,0.157629935,
23.2,Porites compressa,Susceptible,23.2,22,239,69,1.15,397.421,2165.2,39.75,19.875,7060.788836,7.060788836,9.441604095,387.9793959,30.49041108,3.117221628,27.37318945,0.257945419,
26.4,Porites compressa,Susceptible,26.4,25,239,67,1.116666667,390.148,2119.7,43.4,21.7,7793.969127,7.793969127,9.441604095,380.7063959,30.49041108,3.117221628,27.37318945,0.284730033,
29.4,Porites compressa,Susceptible,29.4,28,239,68,1.116666667,390.761,2131.75,65.35,32.675,11754.28918,11.75428918,9.441604095,381.3193959,30.49041108,3.117221628,27.37318945,0.429408827,
32.5,Porites compressa,Susceptible,32.5,31,239,68,1.133333333,399.319,2113.55,74.3,37.15,13455.9463,13.4559463,9.441604095,389.8773959,30.49041108,3.117221628,27.37318945,0.491573929,
35.5,Porites compressa,Susceptible,35.5,34,239,68,1.133333333,388.087,2149.85,44.5,22.25,7832.394663,7.832394663,9.441604095,378.6453959,30.49041108,3.117221628,27.37318945,0.286133798,
39.4,Porites compressa,Susceptible,39.4,38,239,68,1.133333333,393.818,2202.05,-15.75,-7.875,-2813.076723,-2.813076723,9.441604095,384.3763959,30.49041108,3.117221628,27.37318945,-0.10276759,
19.5,Porites compressa,Resistant,19.5,18,240,72,1.2,366.346,2171.45,29.45,14.725,4621.241088,4.621241088,9.777598636,356.5684014,32.41491007,3.117221628,29.29768844,0.157733983,
23.2,Porites compressa,Resistant,23.2,22,240,73,1.216666667,387.241,2192.55,51.25,25.625,8384.298117,8.384298117,9.777598636,377.4634014,32.41491007,3.117221628,29.29768844,0.286176097,
26.4,Porites compressa,Resistant,26.4,25,240,70,1.166666667,383.773,2147.8,53.35,26.675,9020.386996,9.020386996,9.777598636,373.9954014,32.41491007,3.117221628,29.29768844,0.307887327,
29.4,Porites compressa,Resistant,29.4,28,240,71,1.183333333,384.731,2107.25,97.25,48.625,16251.85025,16.25185025,9.777598636,374.9534014,32.41491007,3.117221628,29.29768844,0.55471442,
32.5,Porites compressa,Resistant,32.5,31,240,70,1.166666667,387.275,2130.05,72.8,36.4,12421.30344,12.42130344,9.777598636,377.4974014,32.41491007,3.117221628,29.29768844,0.423968719,
35.5,Porites compressa,Resistant,35.5,34,240,72,1.2,374.495,2151.15,41.3,20.65,6624.878966,6.624878966,9.777598636,364.7174014,32.41491007,3.117221628,29.29768844,0.226122924,
39.4,Porites compressa,Resistant,39.4,38,240,71,1.183333333,371.58,2223.55,-25.05,-12.525,-4043.114878,-4.043114878,9.777598636,361.8024014,32.41491007,3.117221628,29.29768844,-0.138001156,
19.5,Porites compressa,Susceptible,19.5,18,241,70,1.166666667,377.621,2148.15,45.8,22.9,7619.701273,7.619701273,12.97418783,364.6468122,45.20408786,3.117221628,42.08686623,0.18104701,
23.2,Porites compressa,Susceptible,23.2,22,241,70,1.166666667,375.588,2131.1,77.55,38.775,12832.45765,12.83245765,12.97418783,362.6138122,45.20408786,3.117221628,42.08686623,0.30490409,
26.4,Porites compressa,Susceptible,26.4,25,241,69,1.15,378.521,2083.8,118.8,59.4,20098.87263,20.09887263,12.97418783,365.5468122,45.20408786,3.117221628,42.08686623,0.477556882,
29.4,Porites compressa,Susceptible,29.4,28,241,69,1.15,376.87,2077.05,120.3,60.15,20263.87387,20.26387387,12.97418783,363.8958122,45.20408786,3.117221628,42.08686623,0.481477375,
32.5,Porites compressa,Susceptible,32.5,31,241,69,1.15,374.781,2090.95,90.65,45.325,15184.85512,15.18485512,12.97418783,361.8068122,45.20408786,3.117221628,42.08686623,0.360797951,
35.5,Porites compressa,Susceptible,35.5,34,241,70,1.166666667,370.763,2161.1,32.45,16.225,5300.629119,5.300629119,12.97418783,357.7888122,45.20408786,3.117221628,42.08686623,0.12594497,
39.4,Porites compressa,Susceptible,39.4,38,241,67,1.116666667,376.247,2216.3,-36.85,-18.425,-6381.901614,-6.381901614,12.97418783,363.2728122,45.20408786,3.117221628,42.08686623,-0.151636417,
19.5,Porites compressa,Resistant,19.5,18,242,69,1.15,379.037,2164.7,29.25,14.625,4955.33198,4.95533198,8.939223988,370.097776,29.02036032,3.117221628,25.90313869,0.191302376,
23.2,Porites compressa,Resistant,23.2,22,242,70,1.166666667,380.818,2153.5,55.15,27.575,9252.930795,9.252930795,8.939223988,371.878776,29.02036032,3.117221628,25.90313869,0.357212726,
26.4,Porites compressa,Resistant,26.4,25,242,69,1.15,376.393,2138.15,64.45,32.225,10842.50768,10.84250768,8.939223988,367.453776,29.02036032,3.117221628,25.90313869,0.418578915,
29.4,Porites compressa,Resistant,29.4,28,242,69,1.15,374.561,2218.1,-20.75,-10.375,-3473.808996,-3.473808996,8.939223988,365.621776,29.02036032,3.117221628,25.90313869,-0.134107648,
32.5,Porites compressa,Resistant,32.5,31,242,69,1.15,382.731,2111.9,69.7,34.85,11923.16892,11.92316892,8.939223988,373.791776,29.02036032,3.117221628,25.90313869,0.460298231,
35.5,Porites compressa,Resistant,35.5,34,242,70,1.166666667,374.082,2173.45,20.1,10.05,3312.677807,3.312677807,8.939223988,365.142776,29.02036032,3.117221628,25.90313869,0.12788712,
39.4,Porites compressa,Resistant,39.4,38,242,67,1.116666667,381.454,2212.75,-33.3,-16.65,-5846.904139,-5.846904139,8.939223988,372.514776,29.02036032,3.117221628,25.90313869,-0.22572184,
19.5,Porites compressa,Susceptible,19.5,18,243,72,1.2,374.878,2165.45,35.45,17.725,5692.303751,5.692303751,9.01960392,365.8583961,29.0101922,3.117221628,25.89297057,0.219839734,
23.2,Porites compressa,Susceptible,23.2,22,243,73,1.216666667,368.051,2195.55,48.25,24.125,7502.3415,7.5023415,9.01960392,359.0313961,29.0101922,3.117221628,25.89297057,0.289744333,
26.4,Porites compressa,Susceptible,26.4,25,243,69,1.15,385.388,2161.15,40,20,6890.0672,6.8900672,9.01960392,376.3683961,29.0101922,3.117221628,25.89297057,0.266097981,
29.4,Porites compressa,Susceptible,29.4,28,243,71,1.183333333,376.32,2139.4,65.1,32.55,10641.29074,10.64129074,9.01960392,367.3003961,29.0101922,3.117221628,25.89297057,0.410972187,
32.5,Porites compressa,Susceptible,32.5,31,243,71,1.183333333,357,2163.3,39.55,19.775,6132.968366,6.132968366,9.01960392,347.9803961,29.0101922,3.117221628,25.89297057,0.23685843,
35.5,Porites compressa,Susceptible,35.5,34,243,72,1.2,370.238,2166.25,26.2,13.1,4154.934249,4.154934249,9.01960392,361.2183961,29.0101922,3.117221628,25.89297057,0.160465723,
39.4,Porites compressa,Susceptible,39.4,38,243,71,1.183333333,369.746,2240.05,-41.55,-20.775,-6673.144562,-6.673144562,9.01960392,360.7263961,29.0101922,3.117221628,25.89297057,-0.257720316,
19.5,Porites compressa,Resistant,19.5,18,244,68,1.133333333,378.919,2155,34.95,17.475,6006.189346,6.006189346,8.961022376,369.9579776,30.62789442,3.117221628,27.51067279,0.218322154,
23.2,Porites compressa,Resistant,23.2,22,244,69,1.15,380.489,2169.65,35.3,17.65,6003.190012,6.003190012,8.961022376,371.5279776,30.62789442,3.117221628,27.51067279,0.21821313,
26.4,Porites compressa,Resistant,26.4,25,244,67,1.116666667,388.201,2115.05,48.05,24.025,8585.97478,8.58597478,8.961022376,379.2399776,30.62789442,3.117221628,27.51067279,0.31209614,
29.4,Porites compressa,Resistant,29.4,28,244,68,1.133333333,384.436,2116.65,80.45,40.225,14026.7015,14.0267015,8.961022376,375.4749776,30.62789442,3.117221628,27.51067279,0.509863994,
32.5,Porites compressa,Resistant,32.5,31,244,69,1.15,388.26,2106.35,81.5,40.75,14143.13014,14.14313014,8.961022376,379.2989776,30.62789442,3.117221628,27.51067279,0.51409612,
35.5,Porites compressa,Resistant,35.5,34,244,68,1.133333333,386.516,2150.05,44.3,22.15,7765.629373,7.765629373,8.961022376,377.5549776,30.62789442,3.117221628,27.51067279,0.282276971,
39.4,Porites compressa,Resistant,39.4,38,244,68,1.133333333,376.493,2221.85,-35.55,-17.775,-6070.185566,-6.070185566,8.961022376,367.5319776,30.62789442,3.117221628,27.51067279,-0.220648387,
19.5,Montipora capitata,Susceptible,19.5,18,247,69,1.15,381.177,2183.55,15.95,7.975,2717.39426,2.71739426,7.897505496,373.2794945,29.51786929,3.117221628,26.40064766,0.102929076,
23.2,Montipora capitata,Susceptible,23.2,22,247,69,1.15,382.467,2197.15,12.8,6.4,2188.110336,2.188110336,7.897505496,374.5694945,29.51786929,3.117221628,26.40064766,0.082880934,
26.4,Montipora capitata,Susceptible,26.4,25,247,73,1.216666667,380.723,2147.25,35,17.5,5629.485016,5.629485016,7.897505496,372.8254945,29.51786929,3.117221628,26.40064766,0.213232838,
29.4,Montipora capitata,Susceptible,29.4,28,247,67,1.116666667,381.779,2163.15,55.1,27.55,9682.849944,9.682849944,7.897505496,373.8814945,29.51786929,3.117221628,26.40064766,0.366765621,
32.5,Montipora capitata,Susceptible,32.5,31,247,68,1.133333333,382.383,2163.05,40.35,20.175,6997.57516,6.99757516,7.897505496,374.4854945,29.51786929,3.117221628,26.40064766,0.265053163,
35.5,Montipora capitata,Susceptible,35.5,34,247,70,1.166666667,382.949,2175.05,10.1,5.05,1704.035519,1.704035519,7.897505496,375.0514945,29.51786929,3.117221628,26.40064766,0.064545216,
39.4,Montipora capitata,Susceptible,39.4,38,247,68,1.133333333,382.125,2205.3,-27.5,-13.75,-4765.885478,-4.765885478,7.897505496,374.2274945,29.51786929,3.117221628,26.40064766,-0.180521536,
19.5,Porites compressa,Resistant,19.5,18,248,68,1.133333333,367.69,2157.1,32.85,16.425,5478.007836,5.478007836,11.99345143,355.6965486,34.12219527,3.117221628,31.00497364,0.176681583,
23.2,Porites compressa,Resistant,23.2,22,248,69,1.15,367.617,2171.65,33.3,16.65,5471.483561,5.471483561,11.99345143,355.6235486,34.12219527,3.117221628,31.00497364,0.176471157,
26.4,Porites compressa,Resistant,26.4,25,248,67,1.116666667,368.308,2095.4,67.7,33.85,11477.29086,11.47729086,11.99345143,356.3145486,34.12219527,3.117221628,31.00497364,0.370175798,
29.4,Porites compressa,Resistant,29.4,28,248,68,1.133333333,368.722,2103.8,93.3,46.65,15602.21116,15.60221116,11.99345143,356.7285486,34.12219527,3.117221628,31.00497364,0.503216398,
32.5,Porites compressa,Resistant,32.5,31,248,69,1.15,372.34,2104.9,82.95,41.475,13804.52169,13.80452169,11.99345143,360.3465486,34.12219527,3.117221628,31.00497364,0.445235718,
35.5,Porites compressa,Resistant,35.5,34,248,68,1.133333333,371.9,2155.8,38.55,19.275,6502.135526,6.502135526,11.99345143,359.9065486,34.12219527,3.117221628,31.00497364,0.209712661,
39.4,Porites compressa,Resistant,39.4,38,248,68,1.133333333,371.122,2215.2,-28.9,-14.45,-4864.296054,-4.864296054,11.99345143,359.1285486,34.12219527,3.117221628,31.00497364,-0.156887605,
